date,district,base_rate_per_kwh,daily_cost
2022-05-02,District C,0.183685482031755,10.27
2022-05-02,District D,0.15158202534173462,7.72
2022-05-02,District E,0.15937729466299735,3.78
2022-05-03,District A,0.19045204619716624,4.67
2022-05-03,District B,0.15303289516713706,11.09
2022-05-03,District C,0.16299950029385876,12.76
2022-05-03,District D,0.12394397299273359,4.2
2022-05-03,District E,0.12018779790939625,3.1
2022-05-04,District A,0.13958398984013806,3.75
2022-05-04,District B,0.17444664743350138,5.48
2022-05-04,District C,0.12970119146873094,8.05
2022-05-04,District D,0.12910095670436394,5.29
2022-05-04,District E,0.15287684864287227,3.13
2022-05-05,District A,0.17182696308865814,7.44
2022-05-05,District B,0.17696575937983444,12.03
2022-05-05,District C,0.13427605392786998,10.42
2022-05-05,District D,0.1263670517897634,3.18
2022-05-05,District E,0.19523176271564355,6.01
2022-05-06,District A,0.14085331060496814,5.1
2022-05-06,District B,0.18826771980869791,7.04
2022-05-06,District C,0.1890793160370255,13.07
2022-05-06,District D,0.18180180734100357,7.96
2022-05-06,District E,0.1335066885322056,4.21
2022-05-07,District A,0.18574411674033603,8.15
2022-05-07,District B,0.18154004473932694,9.17
2022-05-07,District C,0.16773783920849739,7.43
2022-05-07,District D,0.14697616281351622,6.07
2022-05-07,District E,0.14100068834132354,3.24
2022-05-08,District A,0.1297511369664287,5.94
2022-05-08,District B,0.16078056535206972,5.11
2022-05-08,District C,0.16682087004078772,7.72
2022-05-08,District D,0.148747119241263,8.85
2022-05-08,District E,0.1580287254144695,4.42
2022-05-09,District A,0.14908115658954132,6.43
2022-05-09,District B,0.1712804845856561,5.48
2022-05-09,District C,0.19210073662372507,14.33
2022-05-09,District D,0.1331136209637556,5.12
2022-05-09,District E,0.15051270479224987,2.83
2022-05-10,District A,0.1312694883160689,3.15
2022-05-10,District B,0.16999550163262656,10.37
2022-05-10,District C,0.17830964075908767,9.27
2022-05-10,District D,0.19455301860779647,5.41
2022-05-10,District E,0.1423097541008772,4.7
2022-05-11,District A,0.19601689646923443,9.43
2022-05-11,District B,0.12506101374565398,6.8
2022-05-11,District C,0.16824110906916706,15.53
2022-05-11,District D,0.1245706175474664,6.59
2022-05-11,District E,0.19150193502095558,6.82
2022-05-12,District A,0.16238472456560432,7.6
2022-05-12,District B,0.17354786806102368,11.59
2022-05-12,District C,0.1865259140728362,14.66
2022-05-12,District D,0.1320248497987175,6.64
2022-05-12,District E,0.1230873249550507,2.14
2022-05-13,District A,0.1903104916730282,4.95
2022-05-13,District B,0.1451946581967146,6.08
2022-05-13,District C,0.1303183126341732,8.24
2022-05-13,District D,0.15747689896696693,8.68
2022-05-13,District E,0.1678644860556815,4.94
2022-05-14,District A,0.12247764827380081,5.1
2022-05-14,District B,0.141991652660567,10.62
2022-05-14,District C,0.12262398994215168,9.69
2022-05-14,District D,0.1536268311356399,7.45
2022-05-14,District E,0.19160800232529956,3.2
2022-05-15,District A,0.19861219291948556,6.73
2022-05-15,District B,0.1709638042802902,10.72
2022-05-15,District C,0.13293101550276734,8.71
2022-05-15,District D,0.19246795119994448,7.2
2022-05-15,District E,0.16129982585600483,2.74
2022-05-16,District A,0.13229994496823344,5.19
2022-05-16,District B,0.19373813355613292,12.75
2022-05-16,District C,0.18059752405784824,17.52
2022-05-16,District D,0.17853642181785212,7.34
2022-05-16,District E,0.1767344563035524,5.6
2022-05-17,District A,0.13602718568771538,3.58
2022-05-17,District B,0.13688053533660208,7.99
2022-05-17,District C,0.1750634398741804,8.39
2022-05-17,District D,0.13757782000883176,7.8
2022-05-17,District E,0.1550937357442439,3.37
2022-05-18,District A,0.1825601460475153,4.64
2022-05-18,District B,0.1827162014478273,9.54
2022-05-18,District C,0.1562609418020688,14.41
2022-05-18,District D,0.1833751950620196,7.79
2022-05-18,District E,0.18708974369584455,5.65
2022-05-19,District A,0.17238206010274082,5.46
2022-05-19,District B,0.1382740681846736,5.75
2022-05-19,District C,0.1419209424308438,8.44
2022-05-19,District D,0.14518729243269884,4.17
2022-05-19,District E,0.12934432861871617,3.48
2022-05-20,District A,0.14185276962959562,3.31
2022-05-20,District B,0.13676153794500256,7.67
2022-05-20,District C,0.15642629998468818,14.74
2022-05-20,District D,0.1926750038297812,6.67
2022-05-20,District E,0.12835842534031663,4.44
2022-05-21,District A,0.17762143391579166,4.44
2022-05-21,District B,0.17498264035305022,11.04
2022-05-21,District C,0.1276603358930686,8.74
2022-05-21,District D,0.193805792392464,10.27
2022-05-21,District E,0.16547777617254558,6.09
2022-05-22,District A,0.14909804169085475,3.49
2022-05-22,District B,0.18052308667962455,5.89
2022-05-22,District C,0.14058923667213072,13.52
2022-05-22,District D,0.17548078696370564,4.98
2022-05-22,District E,0.12317689660577977,4.73
2022-05-23,District A,0.18715264300874176,6.92
2022-05-23,District B,0.15585366776170548,6.0
2022-05-23,District C,0.17093543314863535,17.57
2022-05-23,District D,0.1376990255845347,8.43
2022-05-23,District E,0.17416589701267585,6.74
2022-05-24,District A,0.18177922207146213,6.45
2022-05-24,District B,0.15785705495075192,9.47
2022-05-24,District C,0.16941815392494355,7.08
2022-05-24,District D,0.15650607390579188,7.73
2022-05-24,District E,0.19152730954062763,6.17
2022-05-25,District A,0.15982953444114553,3.64
2022-05-25,District B,0.18734469672230553,9.37
2022-05-25,District C,0.1841081646616199,9.32
2022-05-25,District D,0.1528403857078685,8.28
2022-05-25,District E,0.138406759348598,4.48
2022-05-26,District A,0.15248657060478168,5.87
2022-05-26,District B,0.18609739006201761,10.37
2022-05-26,District C,0.1382106028655514,13.25
2022-05-26,District D,0.16195490766861995,7.84
2022-05-26,District E,0.1844877398368598,5.87
2022-05-27,District A,0.1482781980102703,6.15
2022-05-27,District B,0.1713767709602158,10.73
2022-05-27,District C,0.13965052592390517,6.28
2022-05-27,District D,0.1287423556294528,5.23
2022-05-27,District E,0.18355073800742852,6.7
2022-05-28,District A,0.12791748987269655,5.4
2022-05-28,District B,0.14171051160636677,6.83
2022-05-28,District C,0.1884087537597952,15.09
2022-05-28,District D,0.14771754296629339,7.59
2022-05-28,District E,0.19784362796113292,5.24
2022-05-29,District A,0.1983787467819088,4.68
2022-05-29,District B,0.14146208163628454,4.29
2022-05-29,District C,0.12327825777999123,7.64
2022-05-29,District D,0.17640506273643033,8.64
2022-05-29,District E,0.1560789202118675,4.18
2022-05-30,District A,0.1280602275167661,4.2
2022-05-30,District B,0.17660182551824344,6.18
2022-05-30,District C,0.1224939927289537,10.3
2022-05-30,District D,0.18961573523937938,8.1
2022-05-30,District E,0.1310922023290643,5.06
2022-05-31,District A,0.130184950299738,4.48
2022-05-31,District B,0.13405378383748676,6.09
2022-05-31,District C,0.19682130867936531,12.58
2022-05-31,District D,0.1754535488203077,7.58
2022-05-31,District E,0.18410972283709093,6.33
2022-06-01,District A,0.15181079885862026,5.68
2022-06-01,District B,0.14690501820039645,4.07
2022-06-01,District C,0.1387587205426536,5.62
2022-06-01,District D,0.1584518422649927,8.03
2022-06-01,District E,0.16414629868273348,6.27
2022-06-02,District A,0.17054198749222044,8.19
2022-06-02,District B,0.14056948031989555,4.86
2022-06-02,District C,0.19589232647223925,10.85
2022-06-02,District D,0.13358067985657088,4.69
2022-06-02,District E,0.197252253981313,5.13
2022-06-03,District A,0.1211884898006003,4.87
2022-06-03,District B,0.15849005534534766,6.32
2022-06-03,District C,0.14666942704932504,7.29
2022-06-03,District D,0.15592987311442008,7.94
2022-06-03,District E,0.16565316631846314,4.97
2022-06-04,District A,0.15484713264101674,3.24
2022-06-04,District B,0.1531877480241276,6.36
2022-06-04,District C,0.17861787323306452,11.09
2022-06-04,District D,0.17487010200691716,6.89
2022-06-04,District E,0.18666170256286785,5.82
2022-06-05,District A,0.13999671849915965,4.79
2022-06-05,District B,0.1687622807803251,10.6
2022-06-05,District C,0.1668155828314283,8.79
2022-06-05,District D,0.1495790248698151,5.8
2022-06-05,District E,0.1588846033522145,5.37
2022-06-06,District A,0.1451025714644583,4.14
2022-06-06,District B,0.1313475518093588,5.25
2022-06-06,District C,0.13710409685301864,8.47
2022-06-06,District D,0.12844109171209608,3.33
2022-06-06,District E,0.17464556601520992,4.93
2022-06-07,District A,0.17285819144873213,4.32
2022-06-07,District B,0.19604850972638982,12.14
2022-06-07,District C,0.1783742730917793,8.15
2022-06-07,District D,0.12416366710049051,5.85
2022-06-07,District E,0.19073961391431635,5.55
2022-06-08,District A,0.18901401303565807,5.99
2022-06-08,District B,0.1554656256618159,8.15
2022-06-08,District C,0.16686904404223374,7.24
2022-06-08,District D,0.1980862665978015,6.87
2022-06-08,District E,0.1625843491078533,5.4
2022-06-09,District A,0.19242574627008718,8.62
2022-06-09,District B,0.1266431006248149,4.39
2022-06-09,District C,0.13528414949669462,9.09
2022-06-09,District D,0.15526039547530543,4.18
2022-06-09,District E,0.1667805446669844,6.25
2022-06-10,District A,0.18529822814902402,5.78
2022-06-10,District B,0.19906096921145494,9.61
2022-06-10,District C,0.1511081197179293,11.29
2022-06-10,District D,0.1237932508912068,6.87
2022-06-10,District E,0.184093720263626,5.6
2022-06-11,District A,0.16835045752662464,5.99
2022-06-11,District B,0.13588342870945613,6.06
2022-06-11,District C,0.15958627652971363,12.8
2022-06-11,District D,0.17938481964269795,7.71
2022-06-11,District E,0.1816329429654915,6.08
2022-06-12,District A,0.15996947295990097,3.49
2022-06-12,District B,0.14441716241030872,10.56
2022-06-12,District C,0.19789940656307947,16.11
2022-06-12,District D,0.17306900887651944,7.49
2022-06-12,District E,0.1526590015477039,4.09
2022-06-13,District A,0.14243705793637218,4.1
2022-06-13,District B,0.17848823864028499,11.1
2022-06-13,District C,0.13937467564750142,7.12
2022-06-13,District D,0.13373679911789504,4.15
2022-06-13,District E,0.16238671111696562,5.86
2022-06-14,District A,0.14319899141153136,6.49
2022-06-14,District B,0.1703124115938892,9.9
2022-06-14,District C,0.1294350939899387,11.04
2022-06-14,District D,0.17239528836538573,9.26
2022-06-14,District E,0.1426637222398162,4.24
2022-06-15,District A,0.12001943475476101,3.49
2022-06-15,District B,0.1301548846139341,6.01
2022-06-15,District C,0.19468923022680754,18.73
2022-06-15,District D,0.18938837112922863,6.63
2022-06-15,District E,0.13868872256289894,3.7
2022-06-16,District A,0.1822697523636393,6.47
2022-06-16,District B,0.16868572745391794,7.95
2022-06-16,District C,0.19767237691598957,16.21
2022-06-16,District D,0.14988845276272472,8.62
2022-06-16,District E,0.1745168490013737,6.21
2022-06-17,District A,0.12508285779391348,6.09
2022-06-17,District B,0.15169978774531248,9.5
2022-06-17,District C,0.19710541289505445,10.86
2022-06-17,District D,0.16311846995600965,6.59
2022-06-17,District E,0.14303036026678756,4.91
2022-06-18,District A,0.12962167705028854,6.39
2022-06-18,District B,0.17628226721452245,10.63
2022-06-18,District C,0.17158848347437816,15.73
2022-06-18,District D,0.14991509708830197,5.61
2022-06-18,District E,0.19607530814926677,6.74
2022-06-19,District A,0.12177622503902802,4.27
2022-06-19,District B,0.14429790813054608,5.28
2022-06-19,District C,0.19368555890396652,8.54
2022-06-19,District D,0.14567483506555523,4.21
2022-06-19,District E,0.14018022670841362,3.69
2022-06-20,District A,0.1627376327944998,5.08
2022-06-20,District B,0.18590413999364302,10.3
2022-06-20,District C,0.1282517408702689,6.25
2022-06-20,District D,0.1954416567716589,5.86
2022-06-20,District E,0.18360583049449314,6.1
2022-06-21,District A,0.13450002044412415,2.93
2022-06-21,District B,0.176960636895853,8.07
2022-06-21,District C,0.15079669781100458,15.03
2022-06-21,District D,0.1521835742461055,7.46
2022-06-21,District E,0.18266320739510933,3.58
2022-06-22,District A,0.19702278463845857,4.65
2022-06-22,District B,0.13013246982777552,4.49
2022-06-22,District C,0.15365041895030557,6.05
2022-06-22,District D,0.1584753286467443,9.49
2022-06-22,District E,0.15010494535639982,4.16
2022-06-23,District A,0.149055129897298,5.77
2022-06-23,District B,0.12418149340492772,6.11
2022-06-23,District C,0.17484308964500986,16.3
2022-06-23,District D,0.15489715336960364,4.8
2022-06-23,District E,0.13558350421151413,3.51
2022-06-24,District A,0.1852826801841655,7.36
2022-06-24,District B,0.18420485985213025,5.31
2022-06-24,District C,0.15891133024711152,11.49
2022-06-24,District D,0.14387605289182084,5.04
2022-06-24,District E,0.1710474180637162,3.11
2022-06-25,District A,0.14305217086219224,3.79
2022-06-25,District B,0.13888063442589696,5.68
2022-06-25,District C,0.17844117232210613,14.15
2022-06-25,District D,0.12322601917767605,4.61
2022-06-25,District E,0.1275814776827675,3.73
2022-06-26,District A,0.12054305392188717,5.46
2022-06-26,District B,0.1322354549180341,6.88
2022-06-26,District C,0.12551920069683675,7.47
2022-06-26,District D,0.1996641894223935,7.39
2022-06-26,District E,0.14310479759632716,3.65
2022-06-27,District A,0.13194144101353977,6.03
2022-06-27,District B,0.13927970063967343,9.61
2022-06-27,District C,0.19489004572321078,10.86
2022-06-27,District D,0.16161281784195167,6.08
2022-06-27,District E,0.14918544770462855,5.67
2022-06-28,District A,0.18987131663273754,8.94
2022-06-28,District B,0.1515992216439226,8.9
2022-06-28,District C,0.14680068559661566,12.38
2022-06-28,District D,0.13658260180397885,5.67
2022-06-28,District E,0.15022374591275292,4.27
2022-06-29,District A,0.14533474848135408,6.12
2022-06-29,District B,0.1741843167438513,10.56
2022-06-29,District C,0.14316661637365818,6.46
2022-06-29,District D,0.16617597971380493,3.97
2022-06-29,District E,0.12527137320255782,2.04
2022-06-30,District A,0.13530313253572115,5.13
2022-06-30,District B,0.1525924217289079,6.61
2022-06-30,District C,0.19495594031269564,16.86
2022-06-30,District D,0.15018015885725564,4.14
2022-06-30,District E,0.17312592969598672,3.19
2022-07-01,District A,0.14040697779371186,5.7
2022-07-01,District B,0.13016268607785852,3.8
2022-07-01,District C,0.124682928006404,11.56
2022-07-01,District D,0.1444330798834201,7.05
2022-07-01,District E,0.13261288214375264,3.16
2022-07-02,District A,0.13392083584128994,2.85
2022-07-02,District B,0.180860744670956,10.56
2022-07-02,District C,0.12126704567558994,7.83
2022-07-02,District D,0.16462481005883475,8.73
2022-07-02,District E,0.15035691044747718,3.11
2022-07-03,District A,0.1605239999926838,5.51
2022-07-03,District B,0.16502641897716824,9.46
2022-07-03,District C,0.14506941555658226,10.36
2022-07-03,District D,0.14360870881474283,4.68
2022-07-03,District E,0.17867214794679245,3.45
2022-07-04,District A,0.18970215904969256,5.9
2022-07-04,District B,0.13540653059668223,7.37
2022-07-04,District C,0.12780950084281192,6.57
2022-07-04,District D,0.19182366451136207,5.64
2022-07-04,District E,0.1479916370917919,4.41
2022-07-05,District A,0.16410539125302515,6.56
2022-07-05,District B,0.14876345156160029,9.12
2022-07-05,District C,0.1300641869076841,6.45
2022-07-05,District D,0.16714653159581824,6.1
2022-07-05,District E,0.16201126814157038,4.88
2022-07-06,District A,0.1362394847352958,4.86
2022-07-06,District B,0.15614952357218223,7.67
2022-07-06,District C,0.18375580032125166,15.91
2022-07-06,District D,0.1672340882486313,4.5
2022-07-06,District E,0.12775338616535958,3.85
2022-07-07,District A,0.1638417197783308,3.9
2022-07-07,District B,0.17621906394316694,10.75
2022-07-07,District C,0.18341627246246012,11.98
2022-07-07,District D,0.17032940629074134,6.49
2022-07-07,District E,0.1322126531632627,3.52
2022-07-08,District A,0.17681386132721286,7.73
2022-07-08,District B,0.17418734768652133,10.57
2022-07-08,District C,0.12195415063525065,7.81
2022-07-08,District D,0.15293981340721946,4.76
2022-07-08,District E,0.14663601975698987,5.51
2022-07-09,District A,0.17355296514029148,5.0
2022-07-09,District B,0.13729086498487367,4.85
2022-07-09,District C,0.16726975383794068,12.65
2022-07-09,District D,0.19305647694513378,5.35
2022-07-09,District E,0.18382418977668863,5.75
2022-07-10,District A,0.19371661889732245,3.51
2022-07-10,District B,0.1982804773546152,5.63
2022-07-10,District C,0.12085361016049302,5.67
2022-07-10,District D,0.16981930211019822,5.69
2022-07-10,District E,0.15302715182071253,2.69
2022-07-11,District A,0.18878835922680975,8.27
2022-07-11,District B,0.14014517616073052,6.17
2022-07-11,District C,0.1984823591292061,15.62
2022-07-11,District D,0.1690966375634998,7.25
2022-07-11,District E,0.1834829921783065,4.5
2022-07-12,District A,0.12684796422582145,2.3
2022-07-12,District B,0.1346766307807092,5.58
2022-07-12,District C,0.18067229384273625,7.41
2022-07-12,District D,0.12175892176314589,4.53
2022-07-12,District E,0.18535023887150265,2.93
2022-07-13,District A,0.12111592149535291,4.02
2022-07-13,District B,0.17256950712490188,8.87
2022-07-13,District C,0.14920751361854448,11.86
2022-07-13,District D,0.16891958821753594,8.16
2022-07-13,District E,0.1756825125591291,2.83
2022-07-14,District A,0.14739801753490434,3.98
2022-07-14,District B,0.12863699584886684,7.17
2022-07-14,District C,0.12557166941986125,8.02
2022-07-14,District D,0.16711488180500383,4.41
2022-07-14,District E,0.16165242829872892,3.85
2022-07-15,District A,0.1793760807296906,4.52
2022-07-15,District B,0.16077884080031496,9.58
2022-07-15,District C,0.15379566320247035,13.95
2022-07-15,District D,0.15184697425889848,5.62
2022-07-15,District E,0.1221157522078134,4.02
2022-07-16,District A,0.14684457613573257,4.27
2022-07-16,District B,0.19808161260195956,8.42
2022-07-16,District C,0.18988444609816713,12.86
2022-07-16,District D,0.1463502453627374,4.87
2022-07-16,District E,0.16702363240530976,2.51
2022-07-17,District A,0.1877837396428395,7.61
2022-07-17,District B,0.1553019469400055,7.45
2022-07-17,District C,0.12143662910001207,10.54
2022-07-17,District D,0.1259608369454912,4.47
2022-07-17,District E,0.16083141770789652,5.24
2022-07-18,District A,0.19755515005407026,8.24
2022-07-18,District B,0.17545676337750943,8.58
2022-07-18,District C,0.12567329531508556,5.33
2022-07-18,District D,0.13514887006334902,5.35
2022-07-18,District E,0.18170585145734802,5.76
2022-07-19,District A,0.1873151807964996,4.18
2022-07-19,District B,0.16941556689508727,5.51
2022-07-19,District C,0.17155385357038533,12.27
2022-07-19,District D,0.12226699603067076,2.91
2022-07-19,District E,0.18628242076652068,3.82
2022-07-20,District A,0.1830620166536664,4.52
2022-07-20,District B,0.14072281152826777,5.22
2022-07-20,District C,0.17669413759724056,13.61
2022-07-20,District D,0.13718836851399985,6.42
2022-07-20,District E,0.12322641288412103,3.07
2022-07-21,District A,0.13609092340723017,2.68
2022-07-21,District B,0.13429031014034395,4.38
2022-07-21,District C,0.1470198397387878,8.56
2022-07-21,District D,0.15347595977403666,7.8
2022-07-21,District E,0.16068311131981663,4.61
2022-07-22,District A,0.15814031004066625,5.5
2022-07-22,District B,0.14165396847722314,4.33
2022-07-22,District C,0.12233365348592595,6.43
2022-07-22,District D,0.16840812977897207,9.45
2022-07-22,District E,0.15165958638778834,4.55
2022-07-23,District A,0.14389377259100397,4.79
2022-07-23,District B,0.18935528342644098,12.57
2022-07-23,District C,0.1797394646238528,9.87
2022-07-23,District D,0.1886212438697954,5.0
2022-07-23,District E,0.1595986235769969,3.16
2022-07-24,District A,0.1304745001701422,4.33
2022-07-24,District B,0.1756977148897018,5.55
2022-07-24,District C,0.13648590239497402,10.24
2022-07-24,District D,0.15529837352733733,6.91
2022-07-24,District E,0.1252000631159111,2.03
2022-07-25,District A,0.1860246721938386,6.06
2022-07-25,District B,0.13007525128380004,8.92
2022-07-25,District C,0.1922478005639448,14.55
2022-07-25,District D,0.18913844818092457,6.94
2022-07-25,District E,0.15716662115513969,4.32
2022-07-26,District A,0.17954945634431926,5.71
2022-07-26,District B,0.16955560590545227,7.73
2022-07-26,District C,0.1842460513870196,14.46
2022-07-26,District D,0.15454440806287295,4.64
2022-07-26,District E,0.182864678739548,3.93
2022-07-27,District A,0.15699654536521185,5.02
2022-07-27,District B,0.19527726302742351,12.22
2022-07-27,District C,0.15890976806601181,13.19
2022-07-27,District D,0.15700954175469836,5.68
2022-07-27,District E,0.18280574892508103,5.69
2022-07-28,District A,0.18572621534086703,3.68
2022-07-28,District B,0.16435912914569367,10.49
2022-07-28,District C,0.13438382507960603,8.45
2022-07-28,District D,0.15742065847660636,6.75
2022-07-28,District E,0.19744580023277428,4.46
2022-07-29,District A,0.18023889544313482,8.33
2022-07-29,District B,0.18489300831033056,9.36
2022-07-29,District C,0.1226260399055392,10.15
2022-07-29,District D,0.15742875701073278,6.97
2022-07-29,District E,0.17172969069260444,4.14
2022-07-30,District A,0.186402614690246,6.04
2022-07-30,District B,0.12394189228662171,6.84
2022-07-30,District C,0.18819511085134985,9.99
2022-07-30,District D,0.16387207493935294,8.36
2022-07-30,District E,0.1357851176460848,4.83
2022-07-31,District A,0.145380417315976,3.42
2022-07-31,District B,0.14255436414012485,9.01
2022-07-31,District C,0.16246872274307805,7.18
2022-07-31,District D,0.12413485439289054,5.15
2022-07-31,District E,0.1326828926799939,4.44
2022-08-01,District A,0.1850154434700626,6.14
2022-08-01,District B,0.1306083192597449,6.02
2022-08-01,District C,0.13867170155665015,10.5
2022-08-01,District D,0.15626964844833258,4.42
2022-08-01,District E,0.16136967104906644,4.0
2022-08-02,District A,0.1810888383691327,3.31
2022-08-02,District B,0.15578659413329501,7.54
2022-08-02,District C,0.1831891696828431,15.41
2022-08-02,District D,0.1694677045636366,8.52
2022-08-02,District E,0.12904797915390578,4.25
2022-08-03,District A,0.13250651507142708,4.32
2022-08-03,District B,0.15496269803598167,6.15
2022-08-03,District C,0.15175115144712317,12.2
2022-08-03,District D,0.17948354157098356,5.96
2022-08-03,District E,0.16645897118378816,5.38
2022-08-04,District A,0.15105064648017993,3.43
2022-08-04,District B,0.13366082267603085,8.09
2022-08-04,District C,0.1381469681860396,7.52
2022-08-04,District D,0.16604008147752472,5.46
2022-08-04,District E,0.1538751043919834,4.71
2022-08-05,District A,0.16119420070885376,5.88
2022-08-05,District B,0.1336541948241787,8.57
2022-08-05,District C,0.17303250018756527,16.14
2022-08-05,District D,0.1882030992684774,5.08
2022-08-05,District E,0.14063516054295205,3.16
2022-08-06,District A,0.15932113806654613,3.17
2022-08-06,District B,0.19804218632167214,12.22
2022-08-06,District C,0.14665933924405822,11.91
2022-08-06,District D,0.1676037075939009,7.11
2022-08-06,District E,0.12721565601601956,3.24
2022-08-07,District A,0.16848120019835547,3.99
2022-08-07,District B,0.12717054186436944,5.56
2022-08-07,District C,0.19673883482590576,17.06
2022-08-07,District D,0.17725301216578493,8.22
2022-08-07,District E,0.18305278305085654,5.27
2022-08-08,District A,0.17632834886173096,7.86
2022-08-08,District B,0.16717832288611728,8.73
2022-08-08,District C,0.15599302248684044,9.84
2022-08-08,District D,0.188669870380885,9.83
2022-08-08,District E,0.19654685340344505,4.66
2022-08-09,District A,0.1599228938323265,3.36
2022-08-09,District B,0.19452280393242097,5.58
2022-08-09,District C,0.1666666327990814,14.27
2022-08-09,District D,0.16307073495171465,8.06
2022-08-09,District E,0.15635861863642853,5.33
2022-08-10,District A,0.13674302092240959,5.43
2022-08-10,District B,0.12029757286544474,8.82
2022-08-10,District C,0.1393204981484849,7.31
2022-08-10,District D,0.1607778537282852,4.94
2022-08-10,District E,0.1503967961807802,2.53
2022-08-11,District A,0.15587881824021071,5.08
2022-08-11,District B,0.19845185756512396,8.12
2022-08-11,District C,0.1480217896535462,10.08
2022-08-11,District D,0.15617463514880864,6.4
2022-08-11,District E,0.13068124410822557,2.73
2022-08-12,District A,0.12383661859495901,2.51
2022-08-12,District B,0.18203276116739958,11.76
2022-08-12,District C,0.1656546540057583,11.83
2022-08-12,District D,0.1808563844835116,5.24
2022-08-12,District E,0.13198902391092412,3.01
2022-08-13,District A,0.1657463016946153,3.13
2022-08-13,District B,0.14029139794731005,9.44
2022-08-13,District C,0.1382449453520016,8.88
2022-08-13,District D,0.12092208112423881,6.52
2022-08-13,District E,0.13042725788552575,2.2
2022-08-14,District A,0.14474144891997562,6.85
2022-08-14,District B,0.1293503008472751,7.84
2022-08-14,District C,0.198868675232875,13.3
2022-08-14,District D,0.14469061188191606,5.14
2022-08-14,District E,0.13042591573618625,3.1
2022-08-15,District A,0.1359265850262366,4.89
2022-08-15,District B,0.1670162582673181,7.88
2022-08-15,District C,0.12512348190918307,9.21
2022-08-15,District D,0.18899473041129256,8.81
2022-08-15,District E,0.1969199743389718,5.26
2022-08-16,District A,0.13973979365339045,4.4
2022-08-16,District B,0.15600762148726877,8.33
2022-08-16,District C,0.12177075608235977,8.33
2022-08-16,District D,0.1712568179781777,6.51
2022-08-16,District E,0.15311408464420712,2.43
2022-08-17,District A,0.14160467728812445,3.94
2022-08-17,District B,0.13654696884932868,3.93
2022-08-17,District C,0.17232184621270086,8.77
2022-08-17,District D,0.15329736248258516,4.95
2022-08-17,District E,0.13437274312239295,2.5
2022-08-18,District A,0.17512872651894593,4.48
2022-08-18,District B,0.1652057826429355,7.91
2022-08-18,District C,0.1886937643943597,7.64
2022-08-18,District D,0.12939807191011943,2.95
2022-08-18,District E,0.1828533281555565,3.97
2022-08-19,District A,0.1738813429453807,6.1
2022-08-19,District B,0.12920087494624782,5.27
2022-08-19,District C,0.17558565838973766,10.59
2022-08-19,District D,0.15532378311038644,7.53
2022-08-19,District E,0.19559878284446747,4.48
2022-08-20,District A,0.13132890804943195,5.46
2022-08-20,District B,0.17142667126525904,9.5
2022-08-20,District C,0.15055840363703568,6.49
2022-08-20,District D,0.19654517364727023,6.76
2022-08-20,District E,0.14639799162322212,3.41
2022-08-21,District A,0.19697487275934403,7.35
2022-08-21,District B,0.19211886808805995,7.59
2022-08-21,District C,0.1416306588248525,12.41
2022-08-21,District D,0.18428334214611422,4.0
2022-08-21,District E,0.19964833614428049,3.09
2022-08-22,District A,0.1402130401737026,2.89
2022-08-22,District B,0.1549421735458656,8.91
2022-08-22,District C,0.16161445892534076,9.63
2022-08-22,District D,0.14359449086430914,5.05
2022-08-22,District E,0.12122118717168237,2.98
2022-08-23,District A,0.13761033953580212,2.74
2022-08-23,District B,0.14255495074734068,6.56
2022-08-23,District C,0.15548797610545498,11.21
2022-08-23,District D,0.13368819827307216,4.45
2022-08-23,District E,0.18986034853533382,2.77
2022-08-24,District A,0.17639289061850688,7.53
2022-08-24,District B,0.12681603820477297,7.91
2022-08-24,District C,0.17200739609119453,7.31
2022-08-24,District D,0.17229251811244964,4.1
2022-08-24,District E,0.19649769389149024,3.44
2022-08-25,District A,0.1202416697084929,3.93
2022-08-25,District B,0.13983459598446457,6.53
2022-08-25,District C,0.19422331835002526,7.46
2022-08-25,District D,0.19457071323186265,7.72
2022-08-25,District E,0.177646913549651,5.36
2022-08-26,District A,0.1812610656838032,7.78
2022-08-26,District B,0.12731863663437176,5.93
2022-08-26,District C,0.1611100667822587,8.6
2022-08-26,District D,0.13852663930311995,6.86
2022-08-26,District E,0.13449744348908937,4.47
2022-08-27,District A,0.18482426392986662,7.61
2022-08-27,District B,0.1308030509344438,5.82
2022-08-27,District C,0.15749213095971082,10.61
2022-08-27,District D,0.19508625916688266,8.02
2022-08-27,District E,0.1348665644452274,3.95
2022-08-28,District A,0.19823947389905877,4.46
2022-08-28,District B,0.19954303886088473,6.55
2022-08-28,District C,0.16444937237459223,9.0
2022-08-28,District D,0.13361141921417263,2.99
2022-08-28,District E,0.14528839103527166,4.1
2022-08-29,District A,0.15395942661412282,3.22
2022-08-29,District B,0.14474593794865784,6.02
2022-08-29,District C,0.14245084639012126,10.27
2022-08-29,District D,0.1977783767373086,5.95
2022-08-29,District E,0.13226918619325964,3.36
2022-08-30,District A,0.178666232697349,3.89
2022-08-30,District B,0.12003282315513399,3.37
2022-08-30,District C,0.16769461355219015,14.77
2022-08-30,District D,0.1932754403163242,4.43
2022-08-30,District E,0.14303472752745752,3.62
2022-08-31,District A,0.13484207802061754,2.51
2022-08-31,District B,0.17213438359027416,7.85
2022-08-31,District C,0.17700811258387145,14.97
2022-08-31,District D,0.1750424415161585,9.21
2022-08-31,District E,0.14554535040170993,4.89
